2884 17
probeset	cond0	cond1	cond2	cond3	cond4	cond5	cond6	cond7	cond8	cond9	cond10	cond11	cond12	cond13	cond14	cond15	cond16
gene1117	161	69	69	69	69	69	69	110	110	0	69	69	69	69	69	69	110
gene1118	69	69	139	208	220	230	208	240	230	139	139	69	161	110	139	139	179
gene1119	179	179	139	161	161	195	139	179	179	69	139	161	195	161	139	139	110
gene1120	220	240	240	240	230	256	240	240	240	179	195	220	240	230	195	240	230
gene1121	110	110	69	110	69	110	110	110	139	69	69	110	110	69	110	110	69
gene1122	220	139	161	195	179	179	179	179	195	139	179	179	161	161	195	179	208
gene1123	69	69	69	0	69	69	0	69	69	0	69	110	69	69	69	69	69
gene1124	69	0	0	0	0	0	69	0	69	0	69	69	69	69	69	69	69
gene1125	240	230	195	179	139	110	69	0	0	0	0	0	0	0	69	0	0
gene1126	256	256	220	220	179	208	220	208	248	195	220	220	208	220	264	230	220
gene1127	208	240	277	264	230	220	230	230	220	161	161	179	195	195	208	179	179
gene1128	195	139	69	110	69	110	110	139	139	69	110	69	139	69	110	69	110
gene1129	179	208	179	161	139	161	179	179	195	110	161	161	161	139	195	139	161
gene1130	256	161	139	161	161	179	179	195	195	161	179	179	195	161	179	161	161
gene1131	110	69	0	0	0	0	69	69	69	0	0	0	0	0	0	0	0
gene1132	139	69	0	69	69	69	69	69	110	0	69	69	69	69	69	69	69
gene1133	161	195	179	195	208	240	256	240	240	161	161	179	230	230	248	256	230
gene1134	139	69	110	69	0	0	0	0	69	0	69	69	0	0	0	0	0
gene1135	208	208	179	195	195	220	179	195	208	110	139	179	195	179	139	179	179
gene1136	411	340	289	322	300	294	271	271	283	264	289	294	283	294	309	309	340
gene1137	139	110	110	110	69	110	110	110	139	69	110	110	139	69	110	69	69
gene1138	195	240	300	294	300	304	264	248	220	195	240	271	300	264	230	256	248
gene1139	271	195	139	161	161	179	179	161	208	161	179	195	179	139	195	179	161
gene1140	220	139	110	161	139	179	195	195	179	110	110	110	161	139	139	139	161
gene1141	264	283	283	230	256	277	271	240	271	248	256	264	240	271	256	283	277
gene1142	304	271	277	289	264	271	264	240	240	208	220	220	195	179	179	161	161
gene1143	179	139	110	161	208	240	264	300	322	240	240	208	220	220	248	240	256
gene1144	220	220	179	139	110	110	69	69	69	0	69	110	110	69	69	69	69
gene1145	69	69	110	69	69	69	69	0	69	69	139	139	139	69	69	0	69
gene1146	208	230	256	220	208	220	220	208	220	161	208	220	230	208	195	208	208
gene1147	179	110	69	69	0	0	0	0	69	0	0	0	0	0	69	0	0
gene1148	240	139	110	139	139	208	161	110	208	248	277	264	230	195	139	161	230
gene1149	371	322	358	356	350	340	333	330	343	347	350	337	358	343	337	340	343
gene1150	110	0	0	0	0	0	0	0	0	0	69	69	69	0	0	0	69
gene1151	139	161	179	264	277	256	195	179	208	179	208	240	256	240	230	240	230
gene1152	110	0	0	69	69	110	69	69	69	0	0	0	0	0	0	0	0
gene1153	69	69	0	69	0	69	0	69	110	0	69	69	69	69	69	69	69
gene1154	69	69	0	0	69	110	69	69	69	0	0	69	69	69	0	69	0
gene1155	139	69	69	69	69	110	110	110	161	69	69	110	110	110	69	110	110
gene1156	326	326	326	314	309	330	326	322	314	304	309	322	318	314	300	314	314
gene1157	230	240	220	220	230	240	240	220	240	195	208	220	208	220	240	208	195
gene1158	139	0	0	110	0	0	0	0	0	0	69	69	110	69	69	69	69
gene1159	195	208	161	179	248	271	240	240	220	161	195	220	248	240	195	208	230
gene1160	230	300	289	256	271	283	264	256	271	220	248	271	271	240	248	240	240
gene1161	161	161	161	161	179	230	256	271	277	195	208	208	195	195	195	230	230
gene1162	139	139	139	179	139	179	179	161	139	0	110	110	161	161	161	110	69
gene1163	69	69	139	139	110	139	139	110	69	0	69	110	139	110	110	69	0
gene1164	179	110	110	139	110	139	139	161	161	110	161	139	161	110	139	110	110
gene1165	161	139	139	161	110	139	139	139	161	69	110	139	161	139	110	110	110
gene1166	318	318	322	314	300	326	337	322	326	309	318	330	309	326	322	318	309
gene1167	69	161	110	139	179	256	277	264	264	139	161	161	179	230	248	240	240
gene1168	208	264	333	256	139	161	179	139	139	240	277	240	208	195	161	139	161
gene1169	139	110	0	110	69	110	110	110	110	0	110	110	139	69	110	69	110
gene1170	161	161	208	195	179	220	161	179	195	110	195	230	256	240	230	220	195
gene1171	0	0	69	0	0	69	0	69	69	0	0	0	69	69	69	69	69
gene1172	353	343	361	358	353	333	361	337	340	411	369	369	333	330	369	364	343
gene1173	110	69	69	110	69	69	69	69	69	69	69	69	110	69	69	69	69
gene1174	208	139	69	110	139	179	179	179	179	110	110	139	139	161	139	161	161
gene1175	195	230	220	240	230	208	195	179	195	179	161	179	139	139	139	139	139
gene1176	195	69	110	139	179	220	161	110	69	0	69	110	139	110	110	110	110
gene1177	161	179	240	230	230	248	208	161	161	110	161	195	220	208	161	139	110
gene1178	179	0	0	69	0	0	0	0	69	0	0	0	0	0	69	69	69
gene1179	110	110	0	69	69	110	179	195	220	110	139	110	69	69	161	179	179
gene1180	356	314	309	326	277	277	294	322	326	277	271	240	283	240	248	264	294
gene1181	110	69	69	69	69	110	0	69	110	69	139	110	139	110	110	69	110
gene1182	139	139	110	69	69	110	69	69	110	69	110	110	161	110	69	110	110
gene1183	309	333	381	361	309	300	283	264	271	314	318	326	322	304	256	277	283
gene1184	195	240	289	271	208	208	195	161	195	208	256	264	230	208	195	161	161
gene1185	110	110	139	139	110	110	110	110	110	69	139	139	110	110	139	69	69
gene1186	69	69	0	69	0	0	0	0	69	0	0	69	0	0	69	0	0
gene1187	322	374	374	366	376	340	371	387	364	337	369	356	347	326	358	337	343
gene1188	230	294	304	289	289	304	264	264	289	230	248	264	294	240	264	256	240
gene1189	69	110	110	139	161	161	161	139	139	110	139	195	110	139	139	139	110
gene1190	161	179	110	110	69	110	110	110	139	69	69	69	110	110	110	69	110
gene1191	294	283	289	318	277	283	294	264	330	294	330	322	289	283	330	300	277
gene1192	220	264	240	208	220	248	240	240	240	161	208	220	230	208	230	208	208
gene1193	0	69	110	110	69	69	0	0	0	0	0	69	69	0	0	0	0
gene1194	383	371	423	397	378	371	358	337	340	366	374	376	387	343	309	340	364
gene1195	69	69	0	0	0	69	69	69	110	0	69	69	110	0	0	0	0
gene1196	195	69	0	110	69	69	69	69	139	69	110	110	139	139	110	110	110
gene1197	110	69	110	139	69	69	69	110	110	0	69	69	110	69	69	69	69
gene1198	220	277	283	240	256	277	256	256	271	208	220	240	277	248	248	271	264
gene1199	271	264	220	195	179	195	195	179	248	195	220	230	179	208	230	240	208
gene1200	179	139	110	161	179	179	179	139	179	139	161	179	139	139	179	139	139
gene1201	139	69	0	0	69	69	69	69	69	0	69	69	69	69	69	0	69
gene1202	404	395	423	404	409	399	403	393	391	447	409	414	403	408	409	423	413
gene1203	179	179	179	179	161	195	195	179	195	110	139	161	179	179	161	161	161
gene1204	110	0	161	110	0	69	0	0	0	0	139	110	110	69	0	0	0
gene1205	220	208	179	161	161	208	248	283	289	195	161	161	139	161	179	230	230
gene1206	139	139	179	139	139	161	110	110	69	69	110	139	139	110	69	69	69
gene1207	220	179	195	179	195	220	195	195	195	110	139	179	230	179	161	179	195
gene1208	161	69	69	139	110	110	110	161	195	161	139	139	139	139	110	110	139
gene1209	139	220	179	195	195	208	208	195	230	110	179	179	179	195	208	161	139
gene1210	69	69	0	69	0	69	69	69	69	0	0	0	0	0	0	0	0
gene1211	110	69	0	0	0	69	69	110	110	0	69	69	69	0	69	0	0
gene1212	271	220	208	230	161	208	179	208	161	139	195	195	195	195	195	161	208
gene1213	0	69	69	0	0	69	69	69	69	0	0	69	110	69	0	0	69
gene1214	220	139	110	161	110	161	139	139	139	110	110	139	161	139	69	110	139
gene1215	69	69	0	0	0	0	69	69	110	0	0	0	0	0	69	0	0
gene1216	256	230	248	271	220	230	248	248	240	208	264	248	230	195	248	179	195
gene1217	240	289	340	333	294	264	248	248	220	139	195	195	220	161	139	139	179
gene1218	110	69	0	69	0	0	69	69	69	0	0	0	69	0	0	0	0
gene1219	110	110	139	139	110	110	69	69	110	69	110	110	69	69	69	69	69
gene1220	371	391	401	408	376	364	393	369	358	393	369	364	364	374	376	381	389
gene1221	110	161	110	110	161	195	161	139	161	110	139	161	161	110	161	110	110
gene1222	139	179	161	161	139	110	139	110	161	110	161	161	139	161	161	110	139
gene1223	277	240	220	248	195	240	240	264	240	161	195	179	248	230	220	220	256
gene1224	256	139	110	110	110	139	139	110	161	139	161	179	208	179	179	208	230
gene1225	240	220	208	220	208	240	230	220	220	179	195	208	230	220	195	195	208
gene1226	139	0	0	69	69	69	0	69	69	0	0	0	69	0	0	69	69
gene1227	139	139	69	69	69	110	139	179	230	139	110	69	0	69	110	110	139
gene1228	0	0	0	0	0	139	208	230	161	0	0	0	69	69	139	161	179
gene1229	110	69	0	0	0	69	0	0	69	0	0	69	110	69	69	69	69
gene1230	0	0	69	110	69	69	0	0	0	0	69	69	0	0	69	0	69
gene1231	179	208	161	179	161	195	195	179	220	179	195	195	161	179	208	179	161
gene1232	110	69	0	69	0	69	69	69	0	0	0	0	0	0	0	0	0
gene1233	139	69	69	69	69	69	69	110	69	0	69	69	69	0	0	0	69
gene1234	208	161	110	139	110	110	110	139	139	69	139	139	161	110	110	110	110
gene1235	69	69	110	161	69	139	139	139	110	69	110	110	161	110	69	69	69
gene1236	161	139	110	139	139	161	139	139	161	110	110	139	161	139	110	139	110
gene1237	69	69	0	69	0	69	0	69	69	0	69	69	69	69	69	0	0
gene1238	139	110	110	161	110	110	110	139	139	69	110	110	139	110	110	69	69
gene1239	195	220	195	139	110	139	179	208	230	220	248	195	179	139	195	179	220
gene1240	240	230	220	230	220	248	220	220	230	161	208	220	264	208	195	195	220
gene1241	220	195	179	195	161	179	179	179	220	161	208	208	195	179	208	179	179
gene1242	161	208	179	179	179	195	195	195	220	161	220	220	179	195	230	179	179
gene1243	161	161	139	139	69	69	69	69	69	0	0	0	69	0	0	0	0
gene1244	161	139	69	69	69	69	69	69	69	0	69	69	69	69	69	0	69
gene1245	179	69	0	110	69	69	69	110	139	110	161	139	161	110	110	110	139
gene1246	277	256	240	256	283	309	277	264	289	248	304	340	364	340	350	347	358
gene1247	195	110	69	69	0	69	69	69	110	110	139	139	139	110	69	110	139
gene1248	195	161	161	179	230	283	318	309	289	230	230	220	220	256	264	264	277
gene1249	208	195	161	179	179	208	240	248	248	195	248	240	256	240	294	271	283
gene1250	110	69	69	69	110	161	110	110	139	0	69	110	161	110	110	69	69
gene1251	195	110	0	69	69	139	139	161	195	110	179	195	179	161	195	179	179
gene1252	277	208	208	264	256	283	294	294	309	300	337	318	333	277	289	271	304
gene1253	240	230	248	277	208	220	230	256	240	240	240	208	220	208	240	220	220
gene1254	110	69	69	69	0	69	0	0	0	0	0	0	69	0	0	0	0
gene1255	110	110	69	110	0	69	69	0	69	0	0	0	0	0	0	0	0
gene1256	256	256	277	264	230	240	240	208	271	248	264	264	220	277	289	300	294
gene1257	230	208	289	289	264	264	248	248	256	248	271	264	271	248	240	230	248
gene1258	69	0	69	69	110	139	110	0	0	0	69	69	110	69	69	0	0
gene1259	220	277	230	220	248	271	256	256	264	161	230	230	230	220	230	208	208
gene1260	220	161	139	110	69	139	110	110	161	110	161	179	195	161	139	139	161
gene1261	161	220	195	208	139	230	179	195	208	139	139	179	230	161	161	161	179
gene1262	161	179	139	139	110	161	179	139	179	110	161	161	161	139	161	139	139
gene1263	69	69	69	0	0	69	0	69	110	0	69	69	69	0	69	0	0
gene1264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
gene1265	69	0	0	69	110	161	110	69	69	0	69	69	69	69	110	69	0
gene1266	161	139	195	220	230	230	179	195	256	195	230	208	179	110	161	139	195
gene1267	304	256	195	195	240	220	230	230	248	283	271	289	289	230	264	220	230
gene1268	195	161	179	230	195	208	179	161	161	139	161	161	161	139	139	139	139
gene1269	161	208	161	161	230	248	220	195	230	139	179	179	161	179	195	179	161
gene1270	195	161	139	139	139	139	110	139	110	0	110	110	110	69	69	69	69
gene1271	248	179	179	220	208	230	208	230	195	139	179	161	230	179	161	161	179
gene1272	314	240	195	161	110	161	139	139	195	161	208	230	248	195	179	179	220
gene1273	271	248	294	300	208	240	195	161	230	240	304	300	264	248	248	208	208
gene1274	220	179	161	179	161	195	195	139	208	139	179	179	161	161	195	161	161
gene1275	271	208	179	195	208	230	161	161	179	161	208	220	179	179	179	179	195
gene1276	161	139	110	110	0	69	110	69	139	110	161	139	139	69	110	69	69
gene1277	208	179	195	179	139	161	139	139	179	110	195	195	161	139	139	139	139
gene1278	69	69	110	69	69	110	69	69	69	0	69	110	110	110	110	69	69
gene1279	195	318	289	289	289	294	283	283	318	289	314	322	283	330	353	340	330
gene1280	179	161	69	69	69	69	0	69	179	161	208	220	208	220	256	230	220
gene1281	371	378	401	361	395	378	361	350	366	416	403	419	381	356	404	387	414
gene1282	240	304	220	195	208	256	230	208	179	240	343	343	347	283	256	240	240
gene1283	256	220	179	195	179	208	195	179	256	195	248	240	208	230	256	240	240
gene1284	69	69	69	69	69	110	139	161	179	69	110	69	69	69	139	69	110
gene1285	0	0	139	69	0	0	0	0	0	0	139	139	69	0	0	0	0
gene1286	139	179	264	208	161	195	139	110	139	139	220	240	220	179	161	110	110
gene1287	110	110	69	0	0	69	0	0	69	0	0	0	0	0	0	0	0
gene1288	69	0	69	69	0	0	0	0	0	0	69	69	69	0	0	0	0
gene1289	110	0	0	0	0	69	0	0	0	0	69	69	0	0	0	0	0
gene1290	256	179	179	208	230	230	195	220	240	179	208	220	220	179	195	195	195
gene1291	110	0	0	69	69	69	69	69	69	0	69	69	69	69	69	0	0
gene1292	69	110	161	161	139	161	110	69	69	0	69	110	139	110	69	69	0
gene1293	69	139	161	208	179	195	139	110	139	69	139	139	139	161	161	110	69
gene1294	69	69	0	110	0	0	110	110	110	0	0	0	69	69	69	0	110
gene1295	139	69	69	139	161	161	139	161	139	69	110	139	161	139	161	110	139
gene1296	179	110	110	69	0	69	69	69	110	0	69	110	110	110	69	69	110
gene1297	110	110	110	110	69	139	161	110	161	110	110	139	69	69	139	69	69
gene1298	161	179	139	161	110	110	161	179	179	110	161	161	139	139	195	139	110
gene1299	240	208	220	179	195	220	195	195	208	139	179	208	220	208	179	179	208
gene1300	220	240	220	230	195	230	248	248	248	179	240	230	230	220	248	208	208
gene1301	220	139	69	110	110	139	110	110	139	69	110	110	161	139	139	139	139
gene1302	179	69	110	161	161	220	208	179	179	139	161	179	195	161	195	161	161
gene1303	110	0	69	110	110	139	110	69	69	0	0	0	69	69	69	0	69
gene1304	361	343	353	353	350	330	347	340	330	347	356	333	347	333	343	340	401
gene1305	69	69	110	110	0	69	69	69	69	0	110	110	110	69	69	0	69
gene1306	220	314	326	304	283	289	314	356	378	385	383	383	369	353	376	378	387
gene1307	179	195	208	179	139	179	179	161	195	139	195	195	208	161	161	139	179
gene1308	139	161	110	110	110	161	161	139	195	69	139	139	110	139	179	139	110
gene1309	208	230	195	230	230	248	230	208	240	161	220	230	161	220	248	195	179
gene1310	69	0	0	69	0	69	0	69	69	0	69	0	0	0	0	0	0
gene1311	220	161	110	139	110	161	161	179	161	110	139	139	139	110	139	110	139
gene1312	195	230	161	139	110	161	110	110	220	220	248	240	220	179	161	179	230
gene1313	248	230	240	300	322	353	350	337	326	304	277	271	300	277	277	294	304
gene1314	110	0	0	0	69	110	69	69	0	0	0	0	0	0	0	0	0
gene1315	161	139	69	0	110	69	69	0	69	0	0	0	0	0	0	0	0
gene1316	161	139	110	110	110	110	69	69	110	0	69	69	0	69	69	69	0
gene1317	179	208	161	195	195	230	220	195	248	195	248	240	179	208	240	195	179
gene1318	139	220	179	208	195	220	240	230	208	110	161	139	161	161	179	110	110
gene1319	179	195	179	161	161	240	195	195	230	139	208	220	240	161	208	195	208
gene1320	230	248	318	277	248	264	195	161	179	195	264	271	256	220	179	139	161
gene1321	208	230	220	208	195	230	256	195	240	240	240	220	208	230	248	220	195
gene1322	139	139	69	139	69	69	69	139	161	110	110	110	110	69	110	69	69
gene1323	256	277	230	248	264	283	264	240	289	264	271	277	248	248	271	230	220
gene1324	110	69	69	110	69	69	69	110	110	69	110	110	110	69	110	69	69
gene1325	139	110	69	110	110	110	110	69	139	110	110	110	69	69	69	69	69
gene1326	139	139	69	110	161	179	139	161	161	139	139	139	139	139	161	110	110
gene1327	353	385	385	393	393	371	391	393	374	409	399	385	369	369	397	361	387
gene1328	69	69	110	69	0	69	69	69	139	110	110	139	69	69	110	110	69
gene1329	179	110	69	69	69	110	110	69	139	69	110	110	139	110	110	110	139
gene1330	139	110	69	0	0	69	0	0	69	0	0	69	69	0	69	0	69
gene1331	139	161	110	110	139	179	139	110	139	69	69	69	110	110	110	69	69
gene1332	230	256	179	195	230	248	220	208	264	208	264	256	230	248	264	230	248
gene1333	179	69	0	110	110	139	139	161	139	110	110	110	139	110	110	110	110
gene1334	220	195	161	179	110	139	69	0	0	0	0	0	110	0	0	0	69
gene1335	110	69	0	69	69	139	110	69	139	0	69	110	69	110	110	69	69
gene1336	110	110	110	110	161	208	230	230	248	139	161	139	139	161	208	161	161
gene1337	337	256	256	271	300	289	271	277	256	208	220	240	264	240	208	230	256
gene1338	289	271	240	208	195	240	208	230	283	240	283	304	277	240	277	271	283
gene1339	139	69	69	0	0	69	0	0	69	0	0	69	69	0	0	0	0
gene1340	248	139	161	179	195	248	240	208	220	161	195	208	195	195	208	208	220
gene1341	230	195	110	195	277	304	277	283	277	179	208	208	256	256	271	300	300
gene1342	139	139	110	0	69	69	0	69	69	0	69	69	69	69	69	69	69
gene1343	69	69	0	69	0	69	69	69	110	0	69	69	69	69	110	69	110
gene1344	69	110	69	110	161	161	179	195	139	69	69	0	69	110	139	139	161
gene1345	264	208	208	179	161	220	195	208	248	161	248	271	277	240	220	230	240
gene1346	230	179	161	179	220	256	208	208	230	161	208	220	240	195	179	195	208
gene1347	69	110	110	195	256	271	220	195	195	69	110	161	195	195	179	161	139
gene1348	69	110	110	110	69	69	0	0	69	0	69	69	69	69	69	0	0
gene1349	230	110	69	110	139	139	161	139	161	110	161	161	139	139	110	110	139
gene1350	161	161	277	264	208	195	139	110	110	110	220	248	240	179	139	110	110
gene1351	110	139	139	161	161	208	179	161	179	69	139	161	139	161	195	110	69
gene1352	230	240	208	208	208	271	248	220	256	161	195	230	220	179	248	230	195
gene1353	69	69	69	69	110	110	69	69	110	0	0	69	0	0	69	69	0
gene1354	0	0	0	0	0	69	69	0	69	0	0	69	69	69	69	0	69
gene1355	161	161	179	208	139	110	110	69	110	0	69	69	69	0	69	0	0
gene1356	161	69	110	139	69	110	69	69	110	69	69	69	110	69	0	0	69
gene1357	69	69	69	110	69	139	110	69	110	69	110	110	69	69	69	0	69
gene1358	248	240	179	179	195	240	195	195	220	195	220	230	195	195	208	195	195
gene1359	195	195	248	283	353	387	387	378	369	289	304	289	304	350	340	364	356
gene1360	110	179	195	161	139	161	139	139	139	110	161	139	110	110	110	69	69
gene1361	195	110	69	110	139	161	179	195	195	110	139	139	139	110	139	139	139
gene1362	0	69	69	0	0	69	0	0	69	0	0	69	0	69	69	0	69
gene1363	179	110	69	0	0	110	110	139	161	110	110	110	110	110	139	110	139
gene1364	139	69	179	240	240	230	220	195	195	110	139	161	208	195	195	161	161
gene1365	110	69	0	69	69	69	69	69	69	69	69	69	0	0	69	0	0
gene1366	220	139	110	110	110	110	110	110	110	69	69	69	110	110	110	69	69
gene1367	195	139	110	139	110	139	139	139	139	69	69	69	110	110	110	69	69
gene1368	264	264	289	264	248	277	256	248	283	289	304	309	283	248	271	240	264
gene1369	220	208	161	139	179	220	161	161	220	161	195	195	179	179	179	161	139
gene1370	161	69	69	69	110	110	69	69	110	69	69	69	69	69	69	69	69
gene1371	69	69	69	69	69	69	69	69	110	0	0	69	110	0	0	0	0
gene1372	69	0	110	195	220	208	110	69	69	0	110	139	139	110	110	110	110
gene1373	110	0	0	0	69	110	69	0	69	0	0	69	69	69	69	0	0
gene1374	240	289	271	256	271	300	264	256	256	179	208	220	271	230	195	230	230
gene1375	69	0	0	69	0	69	0	69	69	0	0	69	110	0	69	0	69
gene1376	69	0	0	0	0	69	69	0	69	0	0	69	69	69	69	0	0
gene1377	179	161	69	69	110	161	139	110	179	110	139	179	139	179	208	179	139
gene1378	208	264	220	240	256	230	195	161	195	110	139	161	139	161	161	139	139
